VSCode,6,3,126,25,111
Excel,6,3,132,18,117
PyCharm,20,10,225,22,175
MergeSort,4,3,262,0,234
QuickSort,4,3,279,3,254
HeapSort,4,3,311,15,291
BubbleSort,6,5,351,6,316
InsertionSort,7,6,413,12,368
SelectionSort,5,5,464,9,419
Spotify,14,9,600,23,500
Chrome,23,13,669,21,569
BogoSort,13,12,670,18,570
Movie,18,15,708,6,558
