MergeSort,2,1,43,0,15
Chrome,50,0,1809,19,1309
Spotify,67,33,2552,51,1886
DeepLearning,54,34,5811,40,3811
Gaming,43,42,6854,23,4854
Excel,200,0,7382,5,6382
VSCode,400,0,8590,13,6590
