VSCode,6,3,126,25,111
Excel,6,3,132,18,117
PyCharm,20,10,225,22,175
MergeSort,4,3,262,0,234
QuickSort,4,3,279,3,254
HeapSort,4,3,311,15,291
BubbleSort,6,5,354,6,319
SelectionSort,7,6,406,9,361
InsertionSort,7,6,428,12,383
Spotify,14,9,600,23,500
BogoSort,13,12,663,18,563
Chrome,23,13,678,21,578
Movie,18,15,698,6,548
